name,address,latitude,longitude,month,average,variance,min,max
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-01,0.4899741935483871,0.5763082473118278,0.0,2.6162
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-02,0.24674285714285715,0.2821431462433863,0.0,2.0828
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-03,0.25973548387096773,0.45288983303225805,0.0,3.3274000000000004
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-04,0.14732,0.08673620027586207,0.0,1.0922
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-05,0.10405806451612903,0.05016569918279572,0.0,1.0668
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-06,0.12954000000000004,0.26048223765517226,0.0,2.6670000000000003
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-07,0.02294193548387097,0.008058256516129037,0.0,0.40640000000000004
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-08,0.001638709677419355,8.324645161290328e-05,0.0,0.050800000000000005
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-09,0.10329333333333332,0.11915141167816079,0.0,1.6764000000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-10,0.043425806451612904,0.042072756645161295,0.0,1.143
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-11,0.12869333333333333,0.05948523512643679,0.0,0.8128000000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2002-12,0.672690322580645,0.7696273195698926,0.0,3.9878
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-01,0.6644967741935484,1.3772057089892475,0.0,5.892799999999999
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-02,0.1741714285714286,0.20796681396825387,0.0,1.9558
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-03,0.4113161290322581,0.31907116206451624,0.0,2.5654
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-04,0.35814,0.18871374937931035,0.0,1.6256000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-05,0.08029677419354839,0.034197642322580636,0.0,0.762
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-06,0.01016,0.0009165721379310343,0.0,0.127
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-07,0.005735483870967743,0.0010197690322580652,0.0,0.1778
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-08,0.011470967741935486,0.0030468201290322584,0.0,0.3048
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-09,0.06096000000000001,0.05083860800000001,0.0,1.1938000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-10,0.20893548387096775,0.21921288103225817,0.0,2.3368
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-11,0.3031066666666667,0.5065588682298849,0.0,3.683
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2003-12,0.5456903225806451,0.5797782369032259,0.0,3.6576
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-01,0.403941935483871,0.3527027285161289,0.0,2.54
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-02,0.2899103448275863,0.17624468167487686,0.0,1.6256000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-03,0.10897419354838708,0.05691143664516127,0.0,0.8382000000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-04,0.05842000000000001,0.017893178896551717,0.0,0.5334
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-05,0.07456129032258065,0.02378212378494625,0.0,0.6096
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-06,0.04741333333333333,0.02041078602298851,0.0,0.6604
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-07,0.00655483870967742,0.0007728045591397849,0.0,0.1524
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-08,0.19418709677419355,0.2014425384946236,0.0,2.1082
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-09,0.12530666666666668,0.15034156064367818,0.0,2.0574000000000003
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-10,0.22778064516129035,0.13365495294623655,0.0,1.651
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-11,0.18288,0.16571268303448278,0.0,2.032
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2004-12,0.3293806451612903,0.24698805961290338,0.0,1.7526000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-01,0.16305161290322584,0.1465276292473119,0.0,1.7272
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-02,0.10704285714285713,0.11275280402116403,0.0,1.7272
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-03,0.34412903225806446,0.7419700734623661,0.0,3.5814
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-04,0.25654000000000005,0.1264224390344828,0.0,1.143
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-05,0.337574193548387,0.19433051664516135,0.0,1.7018000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-06,0.11176000000000003,0.032996596965517225,0.0,0.6096
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-07,0.02212258064516129,0.007902863139784947,0.0,0.48260000000000003
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-08,0.054896774193548395,0.09342333032258064,0.0,1.7018000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-09,0.13800666666666667,0.5358691544367822,0.0,4.0132
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-10,0.254,0.23148340800000008,0.0,2.4892
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-11,0.41994666666666675,0.47576026464367815,0.0,2.9718
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2005-12,0.6604,0.9267078239999996,0.0,3.5306
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-01,0.9438967741935484,0.8657228609892477,0.0,3.2512000000000003
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-02,0.1977571428571429,0.13903710031746028,0.0,1.4224
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-03,0.23105806451612906,0.0811333791827957,0.0,1.143
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-04,0.18965333333333334,0.10299126602298853,0.0,1.2192
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-05,0.1933677419354839,0.11164181625806441,0.0,1.2954
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-06,0.07874,0.045488229379310345,0.0,0.8636
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-07,0.0180258064516129,0.006976052645161288,0.0,0.4572
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-08,0.00901290322580645,0.002518205161290321,0.0,0.2794
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-09,0.05164666666666667,0.01724060326436782,0.0,0.508
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-10,0.08930967741935485,0.04347823423655916,0.0,0.9144
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-11,1.1345333333333334,2.36868640091954,0.0,7.3152
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2006-12,0.5727290322580645,0.7380130921290323,0.0,3.3782
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-01,0.25563870967741936,0.2158677611182796,0.0,2.0828
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-02,0.39370000000000005,0.1904655688888889,0.0,1.5748
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-03,0.249083870967742,0.30474861006451626,0.0,2.3876000000000004
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-04,0.18796,0.14347468524137935,0.0,1.5493999999999999
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-05,0.10078064516129033,0.04436480894623655,0.0,0.9144
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-06,0.11260666666666669,0.08399019167816092,0.0,1.1938000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-07,0.04588387096774194,0.01687821806451613,0.0,0.5588
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-08,0.0360516129032258,0.01994723724731181,0.0,0.7365999999999999
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-09,0.11853333333333334,0.14199452505747143,0.0,1.5748
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-10,0.22368387096774195,0.13765217006451616,0.0,1.4224
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-11,0.32004000000000005,0.2428293252413794,0.0,1.6764000000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2007-12,0.6202516129032258,1.0367624079139783,0.0,4.3434
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-01,0.44654838709677425,0.3005058159139785,0.0,1.9304000000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-02,0.1865586206896552,0.18710911251231527,0.0,1.9558
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-03,0.25236129032258064,0.0951798304516129,0.0,1.1176
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-04,0.18372666666666665,0.08777216409195408,0.0,1.524
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-05,0.11798709677419356,0.0989051091612904,0.0,1.6764000000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-06,0.07958666666666668,0.10583886878160921,0.0,1.7780000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-07,0.022122580645161292,0.015171665806451618,0.0,0.6858000000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-08,0.10815483870967743,0.06219203655913976,0.0,1.016
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-09,0.03302,0.020073374758620696,0.0,0.762
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-10,0.12863870967741936,0.06279279845161291,0.0,1.1684
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-11,0.35136666666666666,0.28485297126436787,0.0,1.8034
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2008-12,0.23515483870967743,0.13462199922580645,0.0,1.3716000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-01,0.3588774193548387,1.072459873806452,0.0,5.638800000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-02,0.12609285714285715,0.0711817999470899,0.0,1.0922
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-03,0.20975483870967743,0.07896619655913978,0.0,1.143
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-04,0.14732,0.05754827200000001,0.0,0.762
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-05,0.21712903225806454,0.22923991612903227,0.0,1.9812
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-06,0.09228666666666667,0.11103351912643675,0.0,1.8034
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-07,0.005735483870967743,0.0007617050322580647,0.0,0.1524
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-08,0.05653548387096775,0.0386110916989247,0.0,0.7874
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-09,0.08974666666666667,0.08910920257471266,0.0,1.6002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-10,0.25809677419354843,0.16391781298924737,0.0,1.524
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-11,0.46990000000000004,0.3999880765517242,0.0,2.286
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2009-12,0.37116774193548385,0.6295332535913979,0.0,3.302
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-01,0.47522580645161294,0.4104591166451612,0.0,2.4384
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-02,0.31477857142857146,0.1767900543386243,0.0,1.8034
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-03,0.28759354838709683,0.28569349729032256,0.0,2.1082
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-04,0.24045333333333335,0.13836383154022988,0.0,1.3462
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-05,0.30971612903225815,0.14900698606451612,0.0,1.3208
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-06,0.31665333333333334,0.541255128091954,0.0,3.7084
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-07,0.06636774193548386,0.0782225282580645,0.0,1.4731999999999998
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-08,0.008193548387096775,0.0013929906236559162,0.0,0.20320000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-09,0.20828000000000008,0.23823756579310346,0.0,2.3368
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-10,0.40230322580645156,0.7289059303225804,0.0,3.6322
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-11,0.6426200000000001,0.9136422216551728,0.0,4.038600000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2010-12,0.7521677419354839,1.1233387175913985,0.0,3.4290000000000003
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-01,0.39001290322580645,0.5121085838279573,0.0,2.286
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-02,0.4490357142857144,0.626046708306878,0.0,3.9116
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-03,0.5792838709677419,0.3232862073978495,0.0,1.8288
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-04,0.39031333333333335,0.3810663494712644,0.0,2.1844
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-05,0.20811612903225807,0.16423276206451615,0.0,1.8288
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-06,0.08720666666666667,0.08937394064367818,0.0,1.6256000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-07,0.10815483870967743,0.1476112205591398,0.0,2.0828
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-08,0.00327741935483871,0.00020395380645161286,0.0,0.0762
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-09,0.06773333333333334,0.018613236781609185,0.0,0.48260000000000003
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-10,0.16550967741935482,0.0658437809032258,0.0,0.8382000000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-11,0.508,0.8800427337931043,0.0,4.699000000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2011-12,0.18845161290322587,0.19396839458064533,0.0,1.6764000000000001
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2012-01,0.5604387096774194,1.1024896437849463,0.0,4.4196
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2012-02,0.2715172413793104,0.08617971004926106,0.0,0.9144
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2012-03,0.6284451612903227,0.61961027655914,0.0,3.1496
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2012-04,0.27601333333333333,0.13627262326436781,0.0,1.2192
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2012-05,0.31627096774193547,0.5636048387956988,0.0,3.4798000000000004
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2012-06,0.32342666666666664,0.27705988340229887,0.0,1.7526000000000002
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2012-07,0.00983225806451613,0.0008463389247311826,0.0,0.1524
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2012-08,0.0,0.0,0.0,0.0
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2012-09,0.00254,0.00010456041379310344,0.0,0.050800000000000005
Hayden Island Rain Gage,1740 N Jantzen Beach Center Portland OR 97217,45.6142082,-122.6855659,2012-10,0.4719483870967742,0.4331937225806454,0.0,2.6416
